-0.57,0.705
-0.5733333333333334,0.705
-0.5733333333333334,0.705
-0.5733333333333334,0.705
-0.5766666666666667,0.705
-0.58,0.705
-0.5833333333333334,0.705
-0.5833333333333334,0.705
-0.5866666666666667,0.705
-0.5866666666666667,0.705
-0.59,0.705
-0.5966666666666667,0.705
-0.6,0.705
-0.6,0.705
-0.6066666666666667,0.705
-0.6133333333333333,0.705
-0.6166666666666667,0.705
-0.62,0.7
-0.6266666666666667,0.7
-0.6333333333333333,0.7
-0.64,0.695
-0.6433333333333333,0.695
-0.6533333333333333,0.69
-0.6566666666666666,0.685
-0.6666666666666666,0.685
-0.6733333333333333,0.68
-0.68,0.68
-0.69,0.675
-0.6966666666666667,0.67
-0.7033333333333334,0.665
-0.71,0.66
-0.7133333333333334,0.655
-0.7233333333333334,0.645
-0.7266666666666667,0.64
-0.7333333333333333,0.63
-0.74,0.62
-0.7433333333333333,0.61
-0.75,0.605
-0.7533333333333333,0.595
-0.7566666666666667,0.59
-0.7633333333333333,0.58
-0.7666666666666667,0.575
-0.77,0.56
-0.7733333333333333,0.555
-0.7766666666666666,0.545
-0.78,0.54
-0.7833333333333333,0.525
-0.7833333333333333,0.52
-0.7866666666666666,0.51
-0.79,0.505
-0.79,0.49
-0.79,0.485
-0.7933333333333333,0.48
-0.7933333333333333,0.47
-0.7933333333333333,0.465
-0.7933333333333333,0.455
-0.7933333333333333,0.45
-0.7933333333333333,0.445
-0.7933333333333333,0.44
-0.7933333333333333,0.44
-0.7933333333333333,0.43
-0.7933333333333333,0.425
-0.7933333333333333,0.42
-0.79,0.415
-0.79,0.41
-0.7866666666666666,0.405
-0.7866666666666666,0.4
-0.7833333333333333,0.39
-0.78,0.39
-0.7766666666666666,0.38
-0.7733333333333333,0.37
-0.77,0.37
-0.7666666666666667,0.36
-0.7633333333333333,0.355
-0.76,0.35
-0.7566666666666667,0.345
-0.7533333333333333,0.34
-0.7533333333333333,0.335
-0.75,0.33
-0.7466666666666667,0.33
-0.7433333333333333,0.325
-0.7433333333333333,0.32
-0.74,0.32
-0.7366666666666667,0.315
-0.7333333333333333,0.315
-0.73,0.315
-0.7233333333333334,0.31
-0.72,0.305
-0.7166666666666667,0.305
-0.71,0.3
-0.71,0.295
-0.7033333333333334,0.295
-0.6966666666666667,0.29
-0.6933333333333334,0.29
-0.6866666666666666,0.285
-0.6833333333333333,0.28
-0.6766666666666666,0.28
-0.6733333333333333,0.275
-0.6633333333333333,0.27
-0.66,0.265
-0.65,0.26
-0.6466666666666666,0.255
-0.64,0.245
-0.6333333333333333,0.24
-0.63,0.235
-0.6233333333333333,0.225
-0.62,0.225
-0.6166666666666667,0.22
-0.6133333333333333,0.21
-0.61,0.205
-0.6066666666666667,0.2
-0.6066666666666667,0.19
-0.6033333333333334,0.185
-0.6033333333333334,0.18
-0.6,0.17
-0.6,0.16
-0.5966666666666667,0.16
-0.5966666666666667,0.15
-0.5966666666666667,0.14
-0.5966666666666667,0.14
-0.5966666666666667,0.13
-0.5966666666666667,0.125
-0.5966666666666667,0.125
-0.5966666666666667,0.12
-0.5966666666666667,0.12
-0.5966666666666667,0.115
-0.5966666666666667,0.115
-0.5966666666666667,0.11
-0.5966666666666667,0.105
-0.5966666666666667,0.105
-0.6,0.1
-0.6,0.095
-0.6033333333333334,0.09
-0.6066666666666667,0.09
-0.61,0.08
-0.6133333333333333,0.08
-0.6166666666666667,0.075
-0.6166666666666667,0.07
-0.6233333333333333,0.065
-0.63,0.06
-0.63,0.06
-0.6366666666666667,0.055
-0.6433333333333333,0.05
-0.6466666666666666,0.05
-0.65,0.045
-0.6566666666666666,0.045
-0.6566666666666666,0.04
-0.6633333333333333,0.04
-0.6666666666666666,0.035
-0.67,0.035
-0.6733333333333333,0.03
-0.6766666666666666,0.03
-0.6766666666666666,0.025
-0.68,0.025
-0.6833333333333333,0.02
-0.69,0.015
-0.6933333333333334,0.015
-0.6966666666666667,0.01
-0.6966666666666667,0.01
-0.7,0.005
-0.7066666666666667,0.0
-0.71,-0.005
-0.7133333333333334,-0.01
-0.7166666666666667,-0.015
-0.72,-0.02
-0.7233333333333334,-0.025
-0.73,-0.035
-0.7333333333333333,-0.035
-0.7366666666666667,-0.045
-0.74,-0.055
-0.7433333333333333,-0.055
-0.7466666666666667,-0.06
-0.75,-0.07
-0.75,-0.075
-0.7533333333333333,-0.08
-0.7533333333333333,-0.085
-0.7566666666666667,-0.095
-0.76,-0.1
-0.76,-0.105
-0.7633333333333333,-0.115
-0.7633333333333333,-0.12
-0.7666666666666667,-0.13
-0.7666666666666667,-0.135
-0.77,-0.145
-0.77,-0.155
-0.7733333333333333,-0.16
-0.7766666666666666,-0.17
-0.7766666666666666,-0.175
-0.7766666666666666,-0.185
-0.78,-0.19
-0.78,-0.2
-0.78,-0.21
-0.78,-0.215
-0.7833333333333333,-0.225
-0.7833333333333333,-0.23
-0.7833333333333333,-0.24
-0.7833333333333333,-0.25
-0.7833333333333333,-0.26
-0.7833333333333333,-0.265
-0.7833333333333333,-0.275
-0.7833333333333333,-0.285
-0.7833333333333333,-0.29
-0.78,-0.295
-0.78,-0.3
-0.7766666666666666,-0.305
-0.7733333333333333,-0.31
-0.77,-0.315
-0.77,-0.32
-0.7633333333333333,-0.325
-0.76,-0.33
-0.7566666666666667,-0.33
-0.7533333333333333,-0.335
-0.75,-0.34
-0.7433333333333333,-0.345
-0.74,-0.35
-0.7366666666666667,-0.35
-0.7333333333333333,-0.355
-0.7266666666666667,-0.355
-0.7233333333333334,-0.36
-0.7133333333333334,-0.365
-0.7066666666666667,-0.37
-0.6966666666666667,-0.37
-0.69,-0.375
-0.6766666666666666,-0.38
-0.6666666666666666,-0.38
-0.6566666666666666,-0.385
-0.6433333333333333,-0.39
-0.6366666666666667,-0.39
-0.6233333333333333,-0.395
-0.6166666666666667,-0.4
-0.6033333333333334,-0.4
-0.5933333333333334,-0.405
-0.5833333333333334,-0.41
-0.5733333333333334,-0.415
-0.56,-0.42
-0.55,-0.43
-0.5433333333333333,-0.43
-0.5333333333333333,-0.435
-0.5266666666666666,-0.445
-0.5166666666666667,-0.45
-0.5133333333333333,-0.455
-0.5033333333333333,-0.46
-0.49666666666666665,-0.465
-0.49333333333333335,-0.47
-0.4866666666666667,-0.475
-0.48,-0.485
-0.48,-0.49
-0.47333333333333333,-0.5
-0.47,-0.51
-0.4666666666666667,-0.515
-0.4633333333333333,-0.525
-0.46,-0.53
-0.45666666666666667,-0.535
-0.4533333333333333,-0.545
-0.4533333333333333,-0.55
-0.44666666666666666,-0.565
-0.44666666666666666,-0.57
-0.44333333333333336,-0.585
-0.43666666666666665,-0.595
-0.43333333333333335,-0.61
-0.43,-0.625
-0.4266666666666667,-0.635
-0.42333333333333334,-0.655
-0.42,-0.66
-0.4166666666666667,-0.675
-0.41333333333333333,-0.68
-0.41,-0.69
-0.4066666666666667,-0.7
-0.4033333333333333,-0.705
-0.39666666666666667,-0.715
-0.3933333333333333,-0.72
-0.39,-0.725
-0.38333333333333336,-0.735
-0.38333333333333336,-0.74
-0.37666666666666665,-0.745
-0.37333333333333335,-0.755
-0.36666666666666664,-0.76
-0.36333333333333334,-0.76
-0.36,-0.765
-0.35333333333333333,-0.77
-0.35,-0.775
-0.3433333333333333,-0.775
-0.34,-0.78
-0.3333333333333333,-0.78
-0.32666666666666666,-0.785
-0.3233333333333333,-0.785
-0.31666666666666665,-0.79
-0.31,-0.79
-0.30333333333333334,-0.79
-0.2966666666666667,-0.795
-0.29,-0.795
-0.2833333333333333,-0.795
-0.27666666666666667,-0.795
-0.27,-0.795
-0.2633333333333333,-0.795
-0.26,-0.795
-0.25,-0.795
-0.24666666666666667,-0.795
-0.23666666666666666,-0.795
-0.22666666666666666,-0.795
-0.21666666666666667,-0.795
-0.21,-0.795
-0.2,-0.79
-0.19,-0.79
-0.18333333333333332,-0.785
-0.17333333333333334,-0.785
-0.16333333333333333,-0.775
-0.15333333333333332,-0.77
-0.15,-0.765
-0.14,-0.76
-0.13666666666666666,-0.755
-0.12666666666666668,-0.745
-0.12333333333333334,-0.74
-0.11666666666666667,-0.735
-0.11,-0.725
-0.10333333333333333,-0.715
-0.09666666666666666,-0.71
-0.09,-0.705
-0.08333333333333333,-0.695
-0.08,-0.69
-0.07333333333333333,-0.685
-0.07,-0.68
-0.06333333333333334,-0.675
-0.056666666666666664,-0.665
-0.05333333333333334,-0.66
-0.043333333333333335,-0.655
-0.03666666666666667,-0.645
-0.03,-0.635
-0.02,-0.625
-0.016666666666666666,-0.62
-0.006666666666666667,-0.615
-0.0033333333333333335,-0.61
0.006666666666666667,-0.605
0.013333333333333334,-0.6
0.02,-0.595
0.03333333333333333,-0.585
0.03666666666666667,-0.585
0.04666666666666667,-0.58
0.05333333333333334,-0.575
0.06333333333333334,-0.575
0.07,-0.575
0.07666666666666666,-0.575
0.09,-0.575
0.1,-0.575
0.11,-0.575
0.11666666666666667,-0.575
0.12666666666666668,-0.575
0.13333333333333333,-0.575
0.15,-0.59
0.15333333333333332,-0.595
0.16333333333333333,-0.605
0.17333333333333334,-0.615
0.18,-0.63
0.19,-0.64
0.19666666666666666,-0.655
0.20333333333333334,-0.66
0.20666666666666667,-0.67
0.21,-0.675
0.21333333333333335,-0.685
0.21666666666666667,-0.695
0.22,-0.695
0.22,-0.705
0.22666666666666666,-0.715
0.23,-0.725
0.23333333333333334,-0.73
0.23666666666666666,-0.74
0.24,-0.745
0.24666666666666667,-0.75
0.25,-0.755
0.25333333333333335,-0.76
0.25666666666666665,-0.765
0.26,-0.77
0.26666666666666666,-0.77
0.27,-0.775
0.27666666666666667,-0.78
0.28,-0.78
0.29,-0.785
0.29333333333333333,-0.785
0.3,-0.79
0.30666666666666664,-0.79
0.31333333333333335,-0.795
0.32,-0.8
0.32666666666666666,-0.8
0.3333333333333333,-0.805
0.34,-0.805
